Chromosome,Chr_Position,,
Ca21chr1_C_albicans_SC5314,3074697,1,
Ca21chr1_C_albicans_SC5314,3074698,225,
Ca21chr1_C_albicans_SC5314,3074923,60,
Ca21chr1_C_albicans_SC5314,3074983,393,
Ca21chr1_C_albicans_SC5314,3075376,394,
Ca21chr1_C_albicans_SC5314,3075770,16,
Ca21chr1_C_albicans_SC5314,3075786,43,
Ca21chr1_C_albicans_SC5314,3075829,75,
Ca21chr1_C_albicans_SC5314,3075904,238,
Ca21chr1_C_albicans_SC5314,3076142,33,
Ca21chr1_C_albicans_SC5314,3076175,1224,
Ca21chr1_C_albicans_SC5314,3077399,369,
Ca21chr1_C_albicans_SC5314,3077768,62,
Ca21chr1_C_albicans_SC5314,3077830,88,
Ca21chr1_C_albicans_SC5314,3077918,36,
Ca21chr1_C_albicans_SC5314,3077954,116,
Ca21chr1_C_albicans_SC5314,3078070,1321,
Ca21chr1_C_albicans_SC5314,3079391,241,
Ca21chr1_C_albicans_SC5314,3079632,1376,
Ca21chr1_C_albicans_SC5314,3081008,2354,
Ca21chr1_C_albicans_SC5314,3083362,120,
Ca21chr1_C_albicans_SC5314,3083482,156,
Ca21chr1_C_albicans_SC5314,3083638,2576,
Ca21chr1_C_albicans_SC5314,3086214,2,
Ca21chr1_C_albicans_SC5314,3086216,47,
Ca21chr1_C_albicans_SC5314,3086263,145,
Ca21chr1_C_albicans_SC5314,3086408,72,
Ca21chr1_C_albicans_SC5314,3086480,349,
Ca21chr1_C_albicans_SC5314,3086829,313,
Ca21chr1_C_albicans_SC5314,3087142,306,
Ca21chr1_C_albicans_SC5314,3087448,80,
Ca21chr1_C_albicans_SC5314,3087528,276,
Ca21chr1_C_albicans_SC5314,3087804,1,
Ca21chr1_C_albicans_SC5314,3087805,334,
Ca21chr1_C_albicans_SC5314,3088139,159,
Ca21chr1_C_albicans_SC5314,3088298,193,
Ca21chr1_C_albicans_SC5314,3088491,717,
Ca21chr1_C_albicans_SC5314,3089208,99,
Ca21chr1_C_albicans_SC5314,3089307,97,
Ca21chr1_C_albicans_SC5314,3089404,246,
Ca21chr1_C_albicans_SC5314,3089650,349,
Ca21chr1_C_albicans_SC5314,3089999,311,
Ca21chr1_C_albicans_SC5314,3090310,650,
Ca21chr1_C_albicans_SC5314,3090960,105,
Ca21chr1_C_albicans_SC5314,3091065,124,
Ca21chr1_C_albicans_SC5314,3091189,213,
Ca21chr1_C_albicans_SC5314,3091402,354,
Ca21chr1_C_albicans_SC5314,3091756,3,
Ca21chr1_C_albicans_SC5314,3091759,1725,
Ca21chr1_C_albicans_SC5314,3093484,429,
Ca21chr1_C_albicans_SC5314,3093913,2282,
Ca21chr1_C_albicans_SC5314,3096195,3985,
Ca21chr1_C_albicans_SC5314,3100180,308,
Ca21chr1_C_albicans_SC5314,3100488,350,
Ca21chr1_C_albicans_SC5314,3100838,721,
Ca21chr1_C_albicans_SC5314,3101559,469,
Ca21chr1_C_albicans_SC5314,3102028,14,
Ca21chr1_C_albicans_SC5314,3102042,203,
Ca21chr1_C_albicans_SC5314,3102245,751,
Ca21chr1_C_albicans_SC5314,3102996,99,
Ca21chr1_C_albicans_SC5314,3103095,1284,
Ca21chr1_C_albicans_SC5314,3104379,117,
Ca21chr1_C_albicans_SC5314,3104496,67,
Ca21chr1_C_albicans_SC5314,3104563,446,
Ca21chr1_C_albicans_SC5314,3105009,389,
Ca21chr1_C_albicans_SC5314,3105398,130,
Ca21chr1_C_albicans_SC5314,3105528,447,
Ca21chr1_C_albicans_SC5314,3105975,54,
Ca21chr1_C_albicans_SC5314,3106029,96,
Ca21chr1_C_albicans_SC5314,3106125,2220,
Ca21chr1_C_albicans_SC5314,3108345,3200,
Ca21chr1_C_albicans_SC5314,3111545,2887,
Ca21chr1_C_albicans_SC5314,3114432,567,
Ca21chr1_C_albicans_SC5314,3114999,197,
Ca21chr1_C_albicans_SC5314,3115196,2086,
Ca21chr1_C_albicans_SC5314,3117282,40,
Ca21chr1_C_albicans_SC5314,3117322,137,
Ca21chr1_C_albicans_SC5314,3117459,33,
Ca21chr1_C_albicans_SC5314,3117492,15,
Ca21chr1_C_albicans_SC5314,3117507,929,
Ca21chr1_C_albicans_SC5314,3118436,572,
Ca21chr1_C_albicans_SC5314,3119008,1990,
Ca21chr1_C_albicans_SC5314,3120998,2337,
Ca21chr1_C_albicans_SC5314,3123335,2824,
Ca21chr1_C_albicans_SC5314,3126159,213,
Ca21chr1_C_albicans_SC5314,3126372,571,
Ca21chr1_C_albicans_SC5314,3126943,164,
Ca21chr1_C_albicans_SC5314,3127107,86,
Ca21chr1_C_albicans_SC5314,3127193,8,
Ca21chr1_C_albicans_SC5314,3127201,263,
Ca21chr1_C_albicans_SC5314,3127464,6254,
Ca21chr1_C_albicans_SC5314,3133718,348,
Ca21chr1_C_albicans_SC5314,3134066,194,
Ca21chr1_C_albicans_SC5314,3134260,326,
Ca21chr1_C_albicans_SC5314,3134586,288,
Ca21chr1_C_albicans_SC5314,3134874,88,
Ca21chr1_C_albicans_SC5314,3134962,229,
Ca21chr1_C_albicans_SC5314,3135191,1243,
Ca21chr1_C_albicans_SC5314,3136434,2313,
Ca21chr1_C_albicans_SC5314,3138747,580,
Ca21chr1_C_albicans_SC5314,3139327,606,
Ca21chr1_C_albicans_SC5314,3139933,197,
Ca21chr1_C_albicans_SC5314,3140130,308,
Ca21chr1_C_albicans_SC5314,3140438,937,
Ca21chr1_C_albicans_SC5314,3141375,168,
Ca21chr1_C_albicans_SC5314,3141543,860,
Ca21chr1_C_albicans_SC5314,3142403,237,
Ca21chr1_C_albicans_SC5314,3142640,316,
Ca21chr1_C_albicans_SC5314,3142956,450,
Ca21chr1_C_albicans_SC5314,3143406,60,
Ca21chr1_C_albicans_SC5314,3143466,422,
Ca21chr1_C_albicans_SC5314,3143888,167,
Ca21chr1_C_albicans_SC5314,3144055,18,
Ca21chr1_C_albicans_SC5314,3144073,623,
Ca21chr1_C_albicans_SC5314,3144696,1239,
Ca21chr1_C_albicans_SC5314,3145935,189,
Ca21chr1_C_albicans_SC5314,3146124,340,
Ca21chr1_C_albicans_SC5314,3146464,3440,
Ca21chr1_C_albicans_SC5314,3149904,780,
Ca21chr1_C_albicans_SC5314,3150684,99,
Ca21chr1_C_albicans_SC5314,3150783,66,
Ca21chr1_C_albicans_SC5314,3150849,1406,
Ca21chr1_C_albicans_SC5314,3152255,475,
Ca21chr1_C_albicans_SC5314,3152730,24,
Ca21chr1_C_albicans_SC5314,3152754,279,
Ca21chr1_C_albicans_SC5314,3153033,96,
Ca21chr1_C_albicans_SC5314,3153129,78,
Ca21chr1_C_albicans_SC5314,3153207,171,
Ca21chr1_C_albicans_SC5314,3153378,180,
Ca21chr1_C_albicans_SC5314,3153558,405,
Ca21chr1_C_albicans_SC5314,3153963,460,
Ca21chr1_C_albicans_SC5314,3154423,11,
Ca21chr1_C_albicans_SC5314,3154434,23,
Ca21chr1_C_albicans_SC5314,3154457,73,
Ca21chr1_C_albicans_SC5314,3154530,1303,
Ca21chr1_C_albicans_SC5314,3155833,1069,
Ca21chr1_C_albicans_SC5314,3156902,489,
Ca21chr1_C_albicans_SC5314,3157391,570,
Ca21chr1_C_albicans_SC5314,3157961,48,
Ca21chr1_C_albicans_SC5314,3158009,45,
Ca21chr1_C_albicans_SC5314,3158054,66,
Ca21chr1_C_albicans_SC5314,3158120,21,
Ca21chr1_C_albicans_SC5314,3158141,270,
Ca21chr1_C_albicans_SC5314,3158411,672,
Ca21chr1_C_albicans_SC5314,3159083,72,
Ca21chr1_C_albicans_SC5314,3159155,3,
Ca21chr1_C_albicans_SC5314,3159158,62,
Ca21chr1_C_albicans_SC5314,3159220,271,
Ca21chr1_C_albicans_SC5314,3159491,126,
Ca21chr1_C_albicans_SC5314,3159617,1697,
Ca21chr1_C_albicans_SC5314,3161314,1282,
Ca21chr1_C_albicans_SC5314,3162596,32,
Ca21chr1_C_albicans_SC5314,3162628,747,
Ca21chr1_C_albicans_SC5314,3163375,831,
Ca21chr1_C_albicans_SC5314,3164206,189,
Ca21chr1_C_albicans_SC5314,3164395,160,
Ca21chr1_C_albicans_SC5314,3164555,839,
Ca21chr1_C_albicans_SC5314,3165394,787,
Ca21chr1_C_albicans_SC5314,3166181,52,
Ca21chr1_C_albicans_SC5314,3166233,187,
Ca21chr1_C_albicans_SC5314,3166420,93,
Ca21chr1_C_albicans_SC5314,3166513,1397,
Ca21chr1_C_albicans_SC5314,3167910,325,
Ca21chr1_C_albicans_SC5314,3168235,190,
Ca21chr1_C_albicans_SC5314,3168425,1312,
Ca21chr1_C_albicans_SC5314,3169737,249,
Ca21chr1_C_albicans_SC5314,3169986,513,
Ca21chr1_C_albicans_SC5314,3170499,689,
Ca21chr1_C_albicans_SC5314,3171188,3,
Ca21chr1_C_albicans_SC5314,3171191,92,
Ca21chr1_C_albicans_SC5314,3171283,869,
Ca21chr1_C_albicans_SC5314,3172152,90,
Ca21chr1_C_albicans_SC5314,3172242,63,
Ca21chr1_C_albicans_SC5314,3172305,46,
Ca21chr1_C_albicans_SC5314,3172351,17,
Ca21chr1_C_albicans_SC5314,3172368,90,
Ca21chr1_C_albicans_SC5314,3172458,51,
Ca21chr1_C_albicans_SC5314,3172509,232,
Ca21chr1_C_albicans_SC5314,3172741,621,
Ca21chr1_C_albicans_SC5314,3173362,549,
Ca21chr1_C_albicans_SC5314,3173911,1287,
Ca21chr1_C_albicans_SC5314,3175198,6,
Ca21chr1_C_albicans_SC5314,3175204,285,
Ca21chr1_C_albicans_SC5314,3175489,769,
Ca21chr1_C_albicans_SC5314,3176258,156,
Ca21chr1_C_albicans_SC5314,3176414,775,
Ca21chr1_C_albicans_SC5314,3177189,15,
Ca21chr1_C_albicans_SC5314,3177204,26,
Ca21chr1_C_albicans_SC5314,3177230,761,
Ca21chr1_C_albicans_SC5314,3177991,26,
Ca21chr1_C_albicans_SC5314,3178017,145,
Ca21chr1_C_albicans_SC5314,3178162,148,
Ca21chr1_C_albicans_SC5314,3178310,746,
Ca21chr1_C_albicans_SC5314,3179056,82,
Ca21chr1_C_albicans_SC5314,3179138,366,
Ca21chr1_C_albicans_SC5314,3179504,120,
Ca21chr1_C_albicans_SC5314,3179624,1000,
Ca21chr1_C_albicans_SC5314,3180624,1174,
Ca21chr1_C_albicans_SC5314,3181798,1755,
Ca21chr1_C_albicans_SC5314,3183553,645,
Ca21chr1_C_albicans_SC5314,3184198,340,
Ca21chr1_C_albicans_SC5314,3184538,159,
Ca21chr1_C_albicans_SC5314,3184697,238,
Ca21chr1_C_albicans_SC5314,3184935,,883.9505967
,,,
Ca21chr2_C_albicans_SC5314,6005,112,
Ca21chr2_C_albicans_SC5314,6117,108,
Ca21chr2_C_albicans_SC5314,6225,54,
Ca21chr2_C_albicans_SC5314,6279,234,
Ca21chr2_C_albicans_SC5314,6513,964,
Ca21chr2_C_albicans_SC5314,7477,155,
Ca21chr2_C_albicans_SC5314,7632,6,
Ca21chr2_C_albicans_SC5314,7638,662,
Ca21chr2_C_albicans_SC5314,8300,150,
Ca21chr2_C_albicans_SC5314,8450,108,
Ca21chr2_C_albicans_SC5314,8558,2732,
Ca21chr2_C_albicans_SC5314,11290,627,
Ca21chr2_C_albicans_SC5314,11917,3040,
Ca21chr2_C_albicans_SC5314,14957,3407,
Ca21chr2_C_albicans_SC5314,18364,24,
Ca21chr2_C_albicans_SC5314,18388,2127,
Ca21chr2_C_albicans_SC5314,20515,871,
Ca21chr2_C_albicans_SC5314,21386,304,
Ca21chr2_C_albicans_SC5314,21690,1738,
Ca21chr2_C_albicans_SC5314,23428,795,
Ca21chr2_C_albicans_SC5314,24223,12792,
Ca21chr2_C_albicans_SC5314,37015,1574,
Ca21chr2_C_albicans_SC5314,38589,845,
Ca21chr2_C_albicans_SC5314,39434,210,
Ca21chr2_C_albicans_SC5314,39644,762,
Ca21chr2_C_albicans_SC5314,40406,2164,
Ca21chr2_C_albicans_SC5314,42570,14,
Ca21chr2_C_albicans_SC5314,42584,6352,
Ca21chr2_C_albicans_SC5314,48936,1823,
Ca21chr2_C_albicans_SC5314,50759,312,
Ca21chr2_C_albicans_SC5314,51071,366,
Ca21chr2_C_albicans_SC5314,51437,1879,
Ca21chr2_C_albicans_SC5314,53316,2255,
Ca21chr2_C_albicans_SC5314,55571,837,
Ca21chr2_C_albicans_SC5314,56408,2124,
Ca21chr2_C_albicans_SC5314,58532,159,
Ca21chr2_C_albicans_SC5314,58691,244,
Ca21chr2_C_albicans_SC5314,58935,459,
Ca21chr2_C_albicans_SC5314,59394,1025,
Ca21chr2_C_albicans_SC5314,60419,1732,
Ca21chr2_C_albicans_SC5314,62151,299,
Ca21chr2_C_albicans_SC5314,62450,779,
Ca21chr2_C_albicans_SC5314,63229,308,
Ca21chr2_C_albicans_SC5314,63537,183,
Ca21chr2_C_albicans_SC5314,63720,1125,
Ca21chr2_C_albicans_SC5314,64845,12,
Ca21chr2_C_albicans_SC5314,64857,371,
Ca21chr2_C_albicans_SC5314,65228,755,
Ca21chr2_C_albicans_SC5314,65983,120,
Ca21chr2_C_albicans_SC5314,66103,108,
Ca21chr2_C_albicans_SC5314,66211,3,
Ca21chr2_C_albicans_SC5314,66214,1018,
Ca21chr2_C_albicans_SC5314,67232,1021,
Ca21chr2_C_albicans_SC5314,68253,782,
Ca21chr2_C_albicans_SC5314,69035,909,
Ca21chr2_C_albicans_SC5314,69944,23,
Ca21chr2_C_albicans_SC5314,69967,38,
Ca21chr2_C_albicans_SC5314,70005,38,
Ca21chr2_C_albicans_SC5314,70043,1617,
Ca21chr2_C_albicans_SC5314,71660,1027,
Ca21chr2_C_albicans_SC5314,72687,1222,
Ca21chr2_C_albicans_SC5314,73909,48,
Ca21chr2_C_albicans_SC5314,73957,209,
Ca21chr2_C_albicans_SC5314,74166,66,
Ca21chr2_C_albicans_SC5314,74232,6,
Ca21chr2_C_albicans_SC5314,74238,485,
Ca21chr2_C_albicans_SC5314,74723,5594,
Ca21chr2_C_albicans_SC5314,80317,235,
Ca21chr2_C_albicans_SC5314,80552,136,
Ca21chr2_C_albicans_SC5314,80688,163,
Ca21chr2_C_albicans_SC5314,80851,1529,
Ca21chr2_C_albicans_SC5314,82380,198,
Ca21chr2_C_albicans_SC5314,82578,1262,
Ca21chr2_C_albicans_SC5314,83840,1504,
Ca21chr2_C_albicans_SC5314,85344,1562,
Ca21chr2_C_albicans_SC5314,86906,1572,
Ca21chr2_C_albicans_SC5314,88478,5735,
Ca21chr2_C_albicans_SC5314,94213,2374,
Ca21chr2_C_albicans_SC5314,96587,1860,
Ca21chr2_C_albicans_SC5314,98447,568,
Ca21chr2_C_albicans_SC5314,99015,1231,
Ca21chr2_C_albicans_SC5314,100246,639,
Ca21chr2_C_albicans_SC5314,100885,696,
Ca21chr2_C_albicans_SC5314,101581,3344,
Ca21chr2_C_albicans_SC5314,104925,283,
Ca21chr2_C_albicans_SC5314,105208,316,
Ca21chr2_C_albicans_SC5314,105524,165,
Ca21chr2_C_albicans_SC5314,105689,3430,
Ca21chr2_C_albicans_SC5314,109119,447,
Ca21chr2_C_albicans_SC5314,109566,394,
Ca21chr2_C_albicans_SC5314,109960,32,
Ca21chr2_C_albicans_SC5314,109992,105,
Ca21chr2_C_albicans_SC5314,110097,13,
Ca21chr2_C_albicans_SC5314,110110,81,
Ca21chr2_C_albicans_SC5314,110191,253,
Ca21chr2_C_albicans_SC5314,110444,83,
Ca21chr2_C_albicans_SC5314,110527,3264,
Ca21chr2_C_albicans_SC5314,113791,643,
Ca21chr2_C_albicans_SC5314,114434,1424,
Ca21chr2_C_albicans_SC5314,115858,5859,
Ca21chr2_C_albicans_SC5314,121717,111,
Ca21chr2_C_albicans_SC5314,121828,156,
Ca21chr2_C_albicans_SC5314,121984,1448,
Ca21chr2_C_albicans_SC5314,123432,1104,
Ca21chr2_C_albicans_SC5314,124536,59,
Ca21chr2_C_albicans_SC5314,124595,3261,
Ca21chr2_C_albicans_SC5314,127856,242,
Ca21chr2_C_albicans_SC5314,128098,1014,
Ca21chr2_C_albicans_SC5314,129112,3177,
Ca21chr2_C_albicans_SC5314,132289,151,
Ca21chr2_C_albicans_SC5314,132440,40,
Ca21chr2_C_albicans_SC5314,132480,163,
Ca21chr2_C_albicans_SC5314,132643,923,
Ca21chr2_C_albicans_SC5314,133566,333,
Ca21chr2_C_albicans_SC5314,133899,192,
Ca21chr2_C_albicans_SC5314,134091,1187,
Ca21chr2_C_albicans_SC5314,135278,891,
Ca21chr2_C_albicans_SC5314,136169,20,
Ca21chr2_C_albicans_SC5314,136189,7308,
Ca21chr2_C_albicans_SC5314,143497,240,
Ca21chr2_C_albicans_SC5314,143737,938,
Ca21chr2_C_albicans_SC5314,144675,636,
Ca21chr2_C_albicans_SC5314,145311,360,
Ca21chr2_C_albicans_SC5314,145671,2269,
Ca21chr2_C_albicans_SC5314,147940,312,
Ca21chr2_C_albicans_SC5314,148252,80,
Ca21chr2_C_albicans_SC5314,148332,466,
Ca21chr2_C_albicans_SC5314,148798,128,
Ca21chr2_C_albicans_SC5314,148926,48,
Ca21chr2_C_albicans_SC5314,148974,126,
Ca21chr2_C_albicans_SC5314,149100,6600,
Ca21chr2_C_albicans_SC5314,155700,4979,
Ca21chr2_C_albicans_SC5314,160679,106,
Ca21chr2_C_albicans_SC5314,160785,203,
Ca21chr2_C_albicans_SC5314,160988,302,
Ca21chr2_C_albicans_SC5314,161290,18,
Ca21chr2_C_albicans_SC5314,161308,941,
Ca21chr2_C_albicans_SC5314,162249,3581,
Ca21chr2_C_albicans_SC5314,165830,268,
Ca21chr2_C_albicans_SC5314,166098,249,
Ca21chr2_C_albicans_SC5314,166347,678,
Ca21chr2_C_albicans_SC5314,167025,7942,
Ca21chr2_C_albicans_SC5314,174967,2480,
Ca21chr2_C_albicans_SC5314,177447,250,
Ca21chr2_C_albicans_SC5314,177697,2241,
Ca21chr2_C_albicans_SC5314,179938,3,
Ca21chr2_C_albicans_SC5314,179941,252,
Ca21chr2_C_albicans_SC5314,180193,708,
Ca21chr2_C_albicans_SC5314,180901,2547,
Ca21chr2_C_albicans_SC5314,183448,3506,
Ca21chr2_C_albicans_SC5314,186954,291,
Ca21chr2_C_albicans_SC5314,187245,174,
Ca21chr2_C_albicans_SC5314,187419,12,
Ca21chr2_C_albicans_SC5314,187431,60,
Ca21chr2_C_albicans_SC5314,187491,24,
Ca21chr2_C_albicans_SC5314,187515,1273,
Ca21chr2_C_albicans_SC5314,188788,1879,
Ca21chr2_C_albicans_SC5314,190667,672,
Ca21chr2_C_albicans_SC5314,191339,2610,
Ca21chr2_C_albicans_SC5314,193949,1872,
Ca21chr2_C_albicans_SC5314,195821,993,
Ca21chr2_C_albicans_SC5314,196814,2737,
Ca21chr2_C_albicans_SC5314,199551,198,
Ca21chr2_C_albicans_SC5314,199749,543,
Ca21chr2_C_albicans_SC5314,200292,383,
Ca21chr2_C_albicans_SC5314,200675,72,
Ca21chr2_C_albicans_SC5314,200747,260,
Ca21chr2_C_albicans_SC5314,201007,6981,
Ca21chr2_C_albicans_SC5314,207988,2696,
Ca21chr2_C_albicans_SC5314,210684,45,
Ca21chr2_C_albicans_SC5314,210729,142,
Ca21chr2_C_albicans_SC5314,210871,2034,
Ca21chr2_C_albicans_SC5314,212905,1878,
Ca21chr2_C_albicans_SC5314,214783,924,
Ca21chr2_C_albicans_SC5314,215707,85,
Ca21chr2_C_albicans_SC5314,215792,656,
Ca21chr2_C_albicans_SC5314,216448,630,
Ca21chr2_C_albicans_SC5314,217078,111,
Ca21chr2_C_albicans_SC5314,217189,1504,
Ca21chr2_C_albicans_SC5314,218693,2574,
Ca21chr2_C_albicans_SC5314,221267,871,
Ca21chr2_C_albicans_SC5314,222138,6643,
Ca21chr2_C_albicans_SC5314,228781,21,
Ca21chr2_C_albicans_SC5314,228802,4942,
Ca21chr2_C_albicans_SC5314,233744,426,
Ca21chr2_C_albicans_SC5314,234170,3142,
Ca21chr2_C_albicans_SC5314,237312,3830,
Ca21chr2_C_albicans_SC5314,241142,1465,
Ca21chr2_C_albicans_SC5314,242607,528,
Ca21chr2_C_albicans_SC5314,243135,293,
Ca21chr2_C_albicans_SC5314,243428,201,
Ca21chr2_C_albicans_SC5314,243629,44,
Ca21chr2_C_albicans_SC5314,243673,451,
Ca21chr2_C_albicans_SC5314,244124,402,
Ca21chr2_C_albicans_SC5314,244526,649,
Ca21chr2_C_albicans_SC5314,245175,110,
Ca21chr2_C_albicans_SC5314,245285,93,
Ca21chr2_C_albicans_SC5314,245378,99,
Ca21chr2_C_albicans_SC5314,245477,306,
Ca21chr2_C_albicans_SC5314,245783,126,
Ca21chr2_C_albicans_SC5314,245909,551,
Ca21chr2_C_albicans_SC5314,246460,97,
Ca21chr2_C_albicans_SC5314,246557,235,
Ca21chr2_C_albicans_SC5314,246792,43,
Ca21chr2_C_albicans_SC5314,246835,21,
Ca21chr2_C_albicans_SC5314,246856,4017,
Ca21chr2_C_albicans_SC5314,250873,1993,
Ca21chr2_C_albicans_SC5314,252866,1121,
Ca21chr2_C_albicans_SC5314,253987,59,
Ca21chr2_C_albicans_SC5314,254046,228,
Ca21chr2_C_albicans_SC5314,254274,309,
Ca21chr2_C_albicans_SC5314,254583,18,
Ca21chr2_C_albicans_SC5314,254601,148,
Ca21chr2_C_albicans_SC5314,254749,117,
Ca21chr2_C_albicans_SC5314,254866,328,
Ca21chr2_C_albicans_SC5314,255194,1404,
Ca21chr2_C_albicans_SC5314,256598,149,
Ca21chr2_C_albicans_SC5314,256747,195,
Ca21chr2_C_albicans_SC5314,256942,96,
Ca21chr2_C_albicans_SC5314,257038,829,
Ca21chr2_C_albicans_SC5314,257867,789,
Ca21chr2_C_albicans_SC5314,258656,2487,
Ca21chr2_C_albicans_SC5314,261143,558,
Ca21chr2_C_albicans_SC5314,261701,417,
Ca21chr2_C_albicans_SC5314,262118,75,
Ca21chr2_C_albicans_SC5314,262193,217,
Ca21chr2_C_albicans_SC5314,262410,290,
Ca21chr2_C_albicans_SC5314,262700,200,
Ca21chr2_C_albicans_SC5314,262900,145,
Ca21chr2_C_albicans_SC5314,263045,3417,
Ca21chr2_C_albicans_SC5314,266462,2492,
Ca21chr2_C_albicans_SC5314,268954,3554,
Ca21chr2_C_albicans_SC5314,272508,12,
Ca21chr2_C_albicans_SC5314,272520,1599,
Ca21chr2_C_albicans_SC5314,274119,664,
Ca21chr2_C_albicans_SC5314,274783,140,
Ca21chr2_C_albicans_SC5314,274923,468,
Ca21chr2_C_albicans_SC5314,275391,783,
Ca21chr2_C_albicans_SC5314,276174,21,
Ca21chr2_C_albicans_SC5314,276195,195,
Ca21chr2_C_albicans_SC5314,276390,392,
Ca21chr2_C_albicans_SC5314,276782,46,
Ca21chr2_C_albicans_SC5314,276828,538,
Ca21chr2_C_albicans_SC5314,277366,834,
Ca21chr2_C_albicans_SC5314,278200,6,
Ca21chr2_C_albicans_SC5314,278206,1222,
Ca21chr2_C_albicans_SC5314,279428,29,
Ca21chr2_C_albicans_SC5314,279457,39,
Ca21chr2_C_albicans_SC5314,279496,1822,
Ca21chr2_C_albicans_SC5314,281318,1529,
Ca21chr2_C_albicans_SC5314,282847,655,
Ca21chr2_C_albicans_SC5314,283502,355,
Ca21chr2_C_albicans_SC5314,283857,512,
Ca21chr2_C_albicans_SC5314,284369,1277,
Ca21chr2_C_albicans_SC5314,285646,1078,
Ca21chr2_C_albicans_SC5314,286724,675,
Ca21chr2_C_albicans_SC5314,287399,13,
Ca21chr2_C_albicans_SC5314,287412,71,
Ca21chr2_C_albicans_SC5314,287483,306,
Ca21chr2_C_albicans_SC5314,287789,522,
Ca21chr2_C_albicans_SC5314,288311,46,
Ca21chr2_C_albicans_SC5314,288357,905,
Ca21chr2_C_albicans_SC5314,289262,422,
Ca21chr2_C_albicans_SC5314,289684,82,
Ca21chr2_C_albicans_SC5314,289766,2,
Ca21chr2_C_albicans_SC5314,289768,209,
Ca21chr2_C_albicans_SC5314,289977,245,
Ca21chr2_C_albicans_SC5314,290222,2885,
Ca21chr2_C_albicans_SC5314,293107,218,
Ca21chr2_C_albicans_SC5314,293325,57,
Ca21chr2_C_albicans_SC5314,293382,323,
Ca21chr2_C_albicans_SC5314,293705,439,
Ca21chr2_C_albicans_SC5314,294144,219,
Ca21chr2_C_albicans_SC5314,294363,66,
Ca21chr2_C_albicans_SC5314,294429,81,
Ca21chr2_C_albicans_SC5314,294510,999,
Ca21chr2_C_albicans_SC5314,295509,111,
Ca21chr2_C_albicans_SC5314,295620,12,
Ca21chr2_C_albicans_SC5314,295632,665,
Ca21chr2_C_albicans_SC5314,296297,183,
Ca21chr2_C_albicans_SC5314,296480,20,
Ca21chr2_C_albicans_SC5314,296500,15,
Ca21chr2_C_albicans_SC5314,296515,98,
Ca21chr2_C_albicans_SC5314,296613,77,
Ca21chr2_C_albicans_SC5314,296690,28,
Ca21chr2_C_albicans_SC5314,296718,378,
Ca21chr2_C_albicans_SC5314,297096,16,
Ca21chr2_C_albicans_SC5314,297112,1326,
Ca21chr2_C_albicans_SC5314,298438,123,
Ca21chr2_C_albicans_SC5314,298561,1035,
Ca21chr2_C_albicans_SC5314,299596,5382,
Ca21chr2_C_albicans_SC5314,304978,63,
Ca21chr2_C_albicans_SC5314,305041,1059,
Ca21chr2_C_albicans_SC5314,306100,2542,
Ca21chr2_C_albicans_SC5314,308642,904,
Ca21chr2_C_albicans_SC5314,309546,2059,
Ca21chr2_C_albicans_SC5314,311605,421,
Ca21chr2_C_albicans_SC5314,312026,93,
Ca21chr2_C_albicans_SC5314,312119,263,
Ca21chr2_C_albicans_SC5314,312382,566,
Ca21chr2_C_albicans_SC5314,312948,231,
Ca21chr2_C_albicans_SC5314,313179,821,
Ca21chr2_C_albicans_SC5314,314000,219,
Ca21chr2_C_albicans_SC5314,314219,1018,
Ca21chr2_C_albicans_SC5314,315237,621,
Ca21chr2_C_albicans_SC5314,315858,100,
Ca21chr2_C_albicans_SC5314,315958,2234,
Ca21chr2_C_albicans_SC5314,318192,2550,
Ca21chr2_C_albicans_SC5314,320742,677,
Ca21chr2_C_albicans_SC5314,321419,335,
Ca21chr2_C_albicans_SC5314,321754,5033,
Ca21chr2_C_albicans_SC5314,326787,1820,
Ca21chr2_C_albicans_SC5314,328607,314,
Ca21chr2_C_albicans_SC5314,328921,169,
Ca21chr2_C_albicans_SC5314,329090,703,
Ca21chr2_C_albicans_SC5314,329793,7,
Ca21chr2_C_albicans_SC5314,329800,41,
Ca21chr2_C_albicans_SC5314,329841,440,
Ca21chr2_C_albicans_SC5314,330281,2811,
Ca21chr2_C_albicans_SC5314,333092,26,
Ca21chr2_C_albicans_SC5314,333118,288,
Ca21chr2_C_albicans_SC5314,333406,168,
Ca21chr2_C_albicans_SC5314,333574,44,
Ca21chr2_C_albicans_SC5314,333618,2784,
Ca21chr2_C_albicans_SC5314,336402,236,
Ca21chr2_C_albicans_SC5314,336638,167,
Ca21chr2_C_albicans_SC5314,336805,979,
Ca21chr2_C_albicans_SC5314,337784,8,
Ca21chr2_C_albicans_SC5314,337792,488,
Ca21chr2_C_albicans_SC5314,338280,391,
Ca21chr2_C_albicans_SC5314,338671,750,
Ca21chr2_C_albicans_SC5314,339421,75,
Ca21chr2_C_albicans_SC5314,339496,3250,
Ca21chr2_C_albicans_SC5314,342746,4830,
Ca21chr2_C_albicans_SC5314,347576,396,
Ca21chr2_C_albicans_SC5314,347972,278,
Ca21chr2_C_albicans_SC5314,348250,22,
Ca21chr2_C_albicans_SC5314,348272,17290,
Ca21chr2_C_albicans_SC5314,365562,508,
Ca21chr2_C_albicans_SC5314,366070,455,
Ca21chr2_C_albicans_SC5314,366525,4068,
