Sample Name, Recombined Chromosome, Recombination Start Site (bp),, Recombination Event Length (bp),
MAY156.GT,Ca21chr1_C_albicans_SC5314,349914,Ca21chr1_C_albicans_SC5314:349914,1049,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2477985,Ca21chr1_C_albicans_SC5314:2477985,1060,
MAY157.GT,Ca21chr2_C_albicans_SC5314,1324259,Ca21chr2_C_albicans_SC5314:1324259,1060,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1324259,Ca21chr2_C_albicans_SC5314:1324259,1060,
MAY155.GT,Ca21chrR_C_albicans_SC5314,606649,Ca21chrR_C_albicans_SC5314:606649,1062,
MAY154.GT,Ca21chr1_C_albicans_SC5314,355422,Ca21chr1_C_albicans_SC5314:355422,1063,
MAY155.GT,Ca21chr1_C_albicans_SC5314,355422,Ca21chr1_C_albicans_SC5314:355422,1063,
MAY156.GT,Ca21chr1_C_albicans_SC5314,355422,Ca21chr1_C_albicans_SC5314:355422,1063,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2226169,Ca21chr1_C_albicans_SC5314:2226169,1067,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2226169,Ca21chr1_C_albicans_SC5314:2226169,1067,
MAY158.GT,Ca21chr6_C_albicans_SC5314,820780,Ca21chr6_C_albicans_SC5314:820780,1082,
MAY155.GT,Ca21chrR_C_albicans_SC5314,2055350,Ca21chrR_C_albicans_SC5314:2055350,1085,
MAY156.GT,Ca21chrR_C_albicans_SC5314,2055350,Ca21chrR_C_albicans_SC5314:2055350,1085,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1772793,Ca21chrR_C_albicans_SC5314:1772793,1088,
MAY158.GT,Ca21chr6_C_albicans_SC5314,545244,Ca21chr6_C_albicans_SC5314:545244,1090,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1406196,Ca21chrR_C_albicans_SC5314:1406196,1098,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1406196,Ca21chrR_C_albicans_SC5314:1406196,1098,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1406196,Ca21chrR_C_albicans_SC5314:1406196,1098,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1406196,Ca21chrR_C_albicans_SC5314:1406196,1098,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1322904,Ca21chrR_C_albicans_SC5314:1322904,1103,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1322904,Ca21chrR_C_albicans_SC5314:1322904,1103,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1322904,Ca21chrR_C_albicans_SC5314:1322904,1103,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1322904,Ca21chrR_C_albicans_SC5314:1322904,1103,
MAY154.GT,Ca21chr1_C_albicans_SC5314,360402,Ca21chr1_C_albicans_SC5314:360402,1107,
MAY155.GT,Ca21chr1_C_albicans_SC5314,360402,Ca21chr1_C_albicans_SC5314:360402,1107,
MAY156.GT,Ca21chr1_C_albicans_SC5314,360402,Ca21chr1_C_albicans_SC5314:360402,1107,
MAY157.GT,Ca21chrR_C_albicans_SC5314,526945,Ca21chrR_C_albicans_SC5314:526945,1118,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2288699,Ca21chr1_C_albicans_SC5314:2288699,1126,
MAY154.GT,Ca21chr7_C_albicans_SC5314,923425,Ca21chr7_C_albicans_SC5314:923425,1142,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1839659,Ca21chrR_C_albicans_SC5314:1839659,1161,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1431162,Ca21chr2_C_albicans_SC5314:1431162,1163,
MAY154.GT,Ca21chr5_C_albicans_SC5314,584812,Ca21chr5_C_albicans_SC5314:584812,1167,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1158999,Ca21chrR_C_albicans_SC5314:1158999,1175,
MAY158.GT,Ca21chr6_C_albicans_SC5314,425625,Ca21chr6_C_albicans_SC5314:425625,1175,
MAY156.GT,Ca21chr2_C_albicans_SC5314,884196,Ca21chr2_C_albicans_SC5314:884196,1180,
MAY154.GT,Ca21chr1_C_albicans_SC5314,820957,Ca21chr1_C_albicans_SC5314:820957,1200,
MAY156.GT,Ca21chr1_C_albicans_SC5314,820957,Ca21chr1_C_albicans_SC5314:820957,1200,
MAY157.GT,Ca21chr1_C_albicans_SC5314,820957,Ca21chr1_C_albicans_SC5314:820957,1200,
MAY154.GT,Ca21chr6_C_albicans_SC5314,190675,Ca21chr6_C_albicans_SC5314:190675,1201,
MAY156.GT,Ca21chr6_C_albicans_SC5314,190675,Ca21chr6_C_albicans_SC5314:190675,1201,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1485780,Ca21chrR_C_albicans_SC5314:1485780,1210,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1485780,Ca21chrR_C_albicans_SC5314:1485780,1210,
MAY154.GT,Ca21chr7_C_albicans_SC5314,674256,Ca21chr7_C_albicans_SC5314:674256,1220,
MAY154.GT,Ca21chr1_C_albicans_SC5314,990624,Ca21chr1_C_albicans_SC5314:990624,1224,
MAY155.GT,Ca21chr1_C_albicans_SC5314,990624,Ca21chr1_C_albicans_SC5314:990624,1224,
MAY156.GT,Ca21chr1_C_albicans_SC5314,990624,Ca21chr1_C_albicans_SC5314:990624,1224,
MAY158.GT,Ca21chr1_C_albicans_SC5314,990624,Ca21chr1_C_albicans_SC5314:990624,1224,
MAY158.GT,Ca21chr5_C_albicans_SC5314,221694,Ca21chr5_C_albicans_SC5314:221694,1234,
MAY154.GT,Ca21chr2_C_albicans_SC5314,884257,Ca21chr2_C_albicans_SC5314:884257,1241,
MAY155.GT,Ca21chr2_C_albicans_SC5314,884257,Ca21chr2_C_albicans_SC5314:884257,1241,
MAY158.GT,Ca21chr2_C_albicans_SC5314,884257,Ca21chr2_C_albicans_SC5314:884257,1241,
MAY154.GT,Ca21chr1_C_albicans_SC5314,340121,Ca21chr1_C_albicans_SC5314:340121,1265,
MAY155.GT,Ca21chr1_C_albicans_SC5314,340121,Ca21chr1_C_albicans_SC5314:340121,1265,
MAY156.GT,Ca21chr1_C_albicans_SC5314,340121,Ca21chr1_C_albicans_SC5314:340121,1265,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1093012,Ca21chrR_C_albicans_SC5314:1093012,1271,
MAY154.GT,Ca21chr1_C_albicans_SC5314,797261,Ca21chr1_C_albicans_SC5314:797261,1294,
MAY155.GT,Ca21chr1_C_albicans_SC5314,797261,Ca21chr1_C_albicans_SC5314:797261,1294,
MAY156.GT,Ca21chr1_C_albicans_SC5314,797261,Ca21chr1_C_albicans_SC5314:797261,1294,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1633962,Ca21chr2_C_albicans_SC5314:1633962,1299,
MAY154.GT,Ca21chr3_C_albicans_SC5314,207442,Ca21chr3_C_albicans_SC5314:207442,1303,
MAY155.GT,Ca21chr3_C_albicans_SC5314,207442,Ca21chr3_C_albicans_SC5314:207442,1303,
MAY156.GT,Ca21chr3_C_albicans_SC5314,207442,Ca21chr3_C_albicans_SC5314:207442,1303,
MAY157.GT,Ca21chr3_C_albicans_SC5314,207442,Ca21chr3_C_albicans_SC5314:207442,1303,
MAY158.GT,Ca21chr3_C_albicans_SC5314,207442,Ca21chr3_C_albicans_SC5314:207442,1303,
MAY158.GT,Ca21chr2_C_albicans_SC5314,429324,Ca21chr2_C_albicans_SC5314:429324,1310,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1985354,Ca21chr1_C_albicans_SC5314:1985354,1322,
MAY158.GT,Ca21chrR_C_albicans_SC5314,715344,Ca21chrR_C_albicans_SC5314:715344,1324,
MAY158.GT,Ca21chr4_C_albicans_SC5314,717197,Ca21chr4_C_albicans_SC5314:717197,1332,
MAY154.GT,Ca21chr1_C_albicans_SC5314,145153,Ca21chr1_C_albicans_SC5314:145153,1335,
MAY157.GT,Ca21chrR_C_albicans_SC5314,843481,Ca21chrR_C_albicans_SC5314:843481,1345,
MAY157.GT,Ca21chr3_C_albicans_SC5314,588651,Ca21chr3_C_albicans_SC5314:588651,1362,
MAY158.GT,Ca21chr4_C_albicans_SC5314,715865,Ca21chr4_C_albicans_SC5314:715865,1365,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1703956,Ca21chr1_C_albicans_SC5314:1703956,1366,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1703956,Ca21chr1_C_albicans_SC5314:1703956,1366,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1703956,Ca21chr1_C_albicans_SC5314:1703956,1366,
MAY158.GT,Ca21chr5_C_albicans_SC5314,553581,Ca21chr5_C_albicans_SC5314:553581,1366,
MAY157.GT,Ca21chr1_C_albicans_SC5314,3001827,Ca21chr1_C_albicans_SC5314:3001827,1376,
MAY155.GT,Ca21chr7_C_albicans_SC5314,144860,Ca21chr7_C_albicans_SC5314:144860,1379,
MAY156.GT,Ca21chr7_C_albicans_SC5314,144860,Ca21chr7_C_albicans_SC5314:144860,1379,
MAY157.GT,Ca21chr7_C_albicans_SC5314,144860,Ca21chr7_C_albicans_SC5314:144860,1379,
MAY155.GT,Ca21chrR_C_albicans_SC5314,2067812,Ca21chrR_C_albicans_SC5314:2067812,1396,
MAY154.GT,Ca21chr3_C_albicans_SC5314,577610,Ca21chr3_C_albicans_SC5314:577610,1409,
MAY155.GT,Ca21chr3_C_albicans_SC5314,577610,Ca21chr3_C_albicans_SC5314:577610,1409,
MAY156.GT,Ca21chr3_C_albicans_SC5314,577610,Ca21chr3_C_albicans_SC5314:577610,1409,
MAY154.GT,Ca21chr2_C_albicans_SC5314,2075675,Ca21chr2_C_albicans_SC5314:2075675,1412,
MAY155.GT,Ca21chr2_C_albicans_SC5314,2075675,Ca21chr2_C_albicans_SC5314:2075675,1412,
MAY156.GT,Ca21chr2_C_albicans_SC5314,2075675,Ca21chr2_C_albicans_SC5314:2075675,1412,
MAY157.GT,Ca21chr3_C_albicans_SC5314,566165,Ca21chr3_C_albicans_SC5314:566165,1420,
MAY154.GT,Ca21chr3_C_albicans_SC5314,569278,Ca21chr3_C_albicans_SC5314:569278,1426,
MAY155.GT,Ca21chr3_C_albicans_SC5314,569278,Ca21chr3_C_albicans_SC5314:569278,1426,
MAY156.GT,Ca21chr3_C_albicans_SC5314,569278,Ca21chr3_C_albicans_SC5314:569278,1426,
MAY154.GT,Ca21chrR_C_albicans_SC5314,613720,Ca21chrR_C_albicans_SC5314:613720,1432,
MAY155.GT,Ca21chrR_C_albicans_SC5314,613720,Ca21chrR_C_albicans_SC5314:613720,1432,
MAY156.GT,Ca21chrR_C_albicans_SC5314,613720,Ca21chrR_C_albicans_SC5314:613720,1432,
MAY154.GT,Ca21chr6_C_albicans_SC5314,822678,Ca21chr6_C_albicans_SC5314:822678,1439,
MAY155.GT,Ca21chr6_C_albicans_SC5314,822678,Ca21chr6_C_albicans_SC5314:822678,1439,
MAY156.GT,Ca21chr6_C_albicans_SC5314,822678,Ca21chr6_C_albicans_SC5314:822678,1439,
MAY158.GT,Ca21chr6_C_albicans_SC5314,822678,Ca21chr6_C_albicans_SC5314:822678,1439,
MAY154.GT,Ca21chr1_C_albicans_SC5314,356870,Ca21chr1_C_albicans_SC5314:356870,1448,
MAY154.GT,Ca21chr3_C_albicans_SC5314,1236387,Ca21chr3_C_albicans_SC5314:1236387,1448,
MAY155.GT,Ca21chr1_C_albicans_SC5314,356870,Ca21chr1_C_albicans_SC5314:356870,1448,
MAY156.GT,Ca21chr1_C_albicans_SC5314,356870,Ca21chr1_C_albicans_SC5314:356870,1448,
MAY156.GT,Ca21chr3_C_albicans_SC5314,1236387,Ca21chr3_C_albicans_SC5314:1236387,1448,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2198809,Ca21chr1_C_albicans_SC5314:2198809,1453,
MAY157.GT,Ca21chr7_C_albicans_SC5314,921897,Ca21chr7_C_albicans_SC5314:921897,1462,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2357311,Ca21chr1_C_albicans_SC5314:2357311,1467,
MAY158.GT,Ca21chr5_C_albicans_SC5314,223174,Ca21chr5_C_albicans_SC5314:223174,1480,
MAY158.GT,Ca21chr5_C_albicans_SC5314,687208,Ca21chr5_C_albicans_SC5314:687208,1490,
MAY154.GT,Ca21chr7_C_albicans_SC5314,288249,Ca21chr7_C_albicans_SC5314:288249,1500,
MAY155.GT,Ca21chr7_C_albicans_SC5314,288249,Ca21chr7_C_albicans_SC5314:288249,1500,
MAY157.GT,Ca21chr7_C_albicans_SC5314,288249,Ca21chr7_C_albicans_SC5314:288249,1500,
MAY158.GT,Ca21chr7_C_albicans_SC5314,288249,Ca21chr7_C_albicans_SC5314:288249,1500,
MAY154.GT,Ca21chr1_C_albicans_SC5314,3036451,Ca21chr1_C_albicans_SC5314:3036451,1510,
MAY155.GT,Ca21chr1_C_albicans_SC5314,3036451,Ca21chr1_C_albicans_SC5314:3036451,1510,
MAY158.GT,Ca21chr1_C_albicans_SC5314,3036451,Ca21chr1_C_albicans_SC5314:3036451,1510,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1558032,Ca21chr2_C_albicans_SC5314:1558032,1512,
MAY154.GT,Ca21chr2_C_albicans_SC5314,1358421,Ca21chr2_C_albicans_SC5314:1358421,1529,
MAY155.GT,Ca21chr2_C_albicans_SC5314,1358421,Ca21chr2_C_albicans_SC5314:1358421,1529,
MAY156.GT,Ca21chr2_C_albicans_SC5314,1358421,Ca21chr2_C_albicans_SC5314:1358421,1529,
MAY157.GT,Ca21chr3_C_albicans_SC5314,663679,Ca21chr3_C_albicans_SC5314:663679,1529,
MAY158.GT,Ca21chr6_C_albicans_SC5314,168271,Ca21chr6_C_albicans_SC5314:168271,1534,
MAY154.GT,Ca21chr7_C_albicans_SC5314,721335,Ca21chr7_C_albicans_SC5314:721335,1566,
MAY155.GT,Ca21chr7_C_albicans_SC5314,721335,Ca21chr7_C_albicans_SC5314:721335,1566,
MAY156.GT,Ca21chr7_C_albicans_SC5314,721335,Ca21chr7_C_albicans_SC5314:721335,1566,
MAY157.GT,Ca21chr7_C_albicans_SC5314,721335,Ca21chr7_C_albicans_SC5314:721335,1566,
MAY158.GT,Ca21chr7_C_albicans_SC5314,721335,Ca21chr7_C_albicans_SC5314:721335,1566,
MAY154.GT,Ca21chrR_C_albicans_SC5314,1698176,Ca21chrR_C_albicans_SC5314:1698176,1575,
MAY155.GT,Ca21chrR_C_albicans_SC5314,1698176,Ca21chrR_C_albicans_SC5314:1698176,1575,
MAY156.GT,Ca21chrR_C_albicans_SC5314,1698176,Ca21chrR_C_albicans_SC5314:1698176,1575,
MAY157.GT,Ca21chr2_C_albicans_SC5314,1774347,Ca21chr2_C_albicans_SC5314:1774347,1575,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1698176,Ca21chrR_C_albicans_SC5314:1698176,1575,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2352272,Ca21chr1_C_albicans_SC5314:2352272,1577,
MAY155.GT,Ca21chr1_C_albicans_SC5314,145153,Ca21chr1_C_albicans_SC5314:145153,1590,
MAY154.GT,Ca21chr1_C_albicans_SC5314,948896,Ca21chr1_C_albicans_SC5314:948896,1591,
MAY156.GT,Ca21chr1_C_albicans_SC5314,948896,Ca21chr1_C_albicans_SC5314:948896,1591,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1563529,Ca21chr1_C_albicans_SC5314:1563529,1593,
MAY155.GT,Ca21chr7_C_albicans_SC5314,282786,Ca21chr7_C_albicans_SC5314:282786,1594,
MAY156.GT,Ca21chr7_C_albicans_SC5314,282786,Ca21chr7_C_albicans_SC5314:282786,1594,
MAY157.GT,Ca21chr7_C_albicans_SC5314,282786,Ca21chr7_C_albicans_SC5314:282786,1594,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2329956,Ca21chr1_C_albicans_SC5314:2329956,1599,
MAY158.GT,Ca21chr1_C_albicans_SC5314,2329956,Ca21chr1_C_albicans_SC5314:2329956,1599,
MAY154.GT,Ca21chr3_C_albicans_SC5314,588897,Ca21chr3_C_albicans_SC5314:588897,1608,
MAY155.GT,Ca21chr3_C_albicans_SC5314,588897,Ca21chr3_C_albicans_SC5314:588897,1608,
MAY156.GT,Ca21chr3_C_albicans_SC5314,588897,Ca21chr3_C_albicans_SC5314:588897,1608,
MAY154.GT,Ca21chr3_C_albicans_SC5314,520696,Ca21chr3_C_albicans_SC5314:520696,1649,
MAY155.GT,Ca21chr3_C_albicans_SC5314,520696,Ca21chr3_C_albicans_SC5314:520696,1649,
MAY156.GT,Ca21chr3_C_albicans_SC5314,520696,Ca21chr3_C_albicans_SC5314:520696,1649,
MAY158.GT,Ca21chr2_C_albicans_SC5314,928523,Ca21chr2_C_albicans_SC5314:928523,1656,
MAY158.GT,Ca21chr5_C_albicans_SC5314,516554,Ca21chr5_C_albicans_SC5314:516554,1662,
MAY154.GT,Ca21chr2_C_albicans_SC5314,1301997,Ca21chr2_C_albicans_SC5314:1301997,1672,
MAY155.GT,Ca21chr2_C_albicans_SC5314,1301997,Ca21chr2_C_albicans_SC5314:1301997,1672,
MAY156.GT,Ca21chr2_C_albicans_SC5314,1301997,Ca21chr2_C_albicans_SC5314:1301997,1672,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1301997,Ca21chr2_C_albicans_SC5314:1301997,1672,
MAY157.GT,Ca21chr2_C_albicans_SC5314,442170,Ca21chr2_C_albicans_SC5314:442170,1686,
MAY158.GT,Ca21chr2_C_albicans_SC5314,179938,Ca21chr2_C_albicans_SC5314:179938,1690,
MAY157.GT,Ca21chr6_C_albicans_SC5314,319043,Ca21chr6_C_albicans_SC5314:319043,1698,
MAY158.GT,Ca21chr6_C_albicans_SC5314,319043,Ca21chr6_C_albicans_SC5314:319043,1698,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1563640,Ca21chr1_C_albicans_SC5314:1563640,1704,
MAY157.GT,Ca21chr2_C_albicans_SC5314,179956,Ca21chr2_C_albicans_SC5314:179956,1708,
MAY154.GT,Ca21chr2_C_albicans_SC5314,448275,Ca21chr2_C_albicans_SC5314:448275,1717,
MAY156.GT,Ca21chr2_C_albicans_SC5314,448275,Ca21chr2_C_albicans_SC5314:448275,1717,
MAY156.GT,Ca21chr7_C_albicans_SC5314,285525,Ca21chr7_C_albicans_SC5314:285525,1725,
MAY157.GT,Ca21chr7_C_albicans_SC5314,285525,Ca21chr7_C_albicans_SC5314:285525,1725,
MAY158.GT,Ca21chr7_C_albicans_SC5314,285525,Ca21chr7_C_albicans_SC5314:285525,1725,
MAY158.GT,Ca21chr4_C_albicans_SC5314,1535148,Ca21chr4_C_albicans_SC5314:1535148,1726,
MAY158.GT,Ca21chr7_C_albicans_SC5314,702815,Ca21chr7_C_albicans_SC5314:702815,1745,
MAY154.GT,Ca21chr7_C_albicans_SC5314,265434,Ca21chr7_C_albicans_SC5314:265434,1756,
MAY157.GT,Ca21chrR_C_albicans_SC5314,1160770,Ca21chrR_C_albicans_SC5314:1160770,1771,
MAY154.GT,Ca21chr4_C_albicans_SC5314,290977,Ca21chr4_C_albicans_SC5314:290977,1775,
MAY156.GT,Ca21chr4_C_albicans_SC5314,290977,Ca21chr4_C_albicans_SC5314:290977,1775,
MAY157.GT,Ca21chr5_C_albicans_SC5314,1092870,Ca21chr5_C_albicans_SC5314:1092870,1775,
MAY158.GT,Ca21chr5_C_albicans_SC5314,1092870,Ca21chr5_C_albicans_SC5314:1092870,1775,
MAY158.GT,Ca21chrR_C_albicans_SC5314,722830,Ca21chrR_C_albicans_SC5314:722830,1799,
MAY154.GT,Ca21chrR_C_albicans_SC5314,533059,Ca21chrR_C_albicans_SC5314:533059,1800,
MAY155.GT,Ca21chrR_C_albicans_SC5314,533059,Ca21chrR_C_albicans_SC5314:533059,1800,
MAY156.GT,Ca21chrR_C_albicans_SC5314,533059,Ca21chrR_C_albicans_SC5314:533059,1800,
MAY157.GT,Ca21chrR_C_albicans_SC5314,533059,Ca21chrR_C_albicans_SC5314:533059,1800,
MAY158.GT,Ca21chrR_C_albicans_SC5314,533059,Ca21chrR_C_albicans_SC5314:533059,1800,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1395096,Ca21chr1_C_albicans_SC5314:1395096,1804,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1395096,Ca21chr1_C_albicans_SC5314:1395096,1804,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1395096,Ca21chr1_C_albicans_SC5314:1395096,1804,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1395096,Ca21chr1_C_albicans_SC5314:1395096,1804,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1395096,Ca21chr1_C_albicans_SC5314:1395096,1804,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2514974,Ca21chr1_C_albicans_SC5314:2514974,1812,
MAY157.GT,Ca21chr2_C_albicans_SC5314,985150,Ca21chr2_C_albicans_SC5314:985150,1813,
MAY155.GT,Ca21chrR_C_albicans_SC5314,206143,Ca21chrR_C_albicans_SC5314:206143,1822,
MAY157.GT,Ca21chr1_C_albicans_SC5314,132219,Ca21chr1_C_albicans_SC5314:132219,1822,
MAY158.GT,Ca21chrR_C_albicans_SC5314,206143,Ca21chrR_C_albicans_SC5314:206143,1822,
MAY158.GT,Ca21chr5_C_albicans_SC5314,888174,Ca21chr5_C_albicans_SC5314:888174,1823,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2291162,Ca21chr1_C_albicans_SC5314:2291162,1826,
MAY158.GT,Ca21chrR_C_albicans_SC5314,211633,Ca21chrR_C_albicans_SC5314:211633,1828,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1667014,Ca21chr1_C_albicans_SC5314:1667014,1830,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1667014,Ca21chr1_C_albicans_SC5314:1667014,1830,
MAY158.GT,Ca21chrR_C_albicans_SC5314,1128608,Ca21chrR_C_albicans_SC5314:1128608,1839,
MAY154.GT,Ca21chr3_C_albicans_SC5314,500517,Ca21chr3_C_albicans_SC5314:500517,1844,
MAY155.GT,Ca21chr3_C_albicans_SC5314,500517,Ca21chr3_C_albicans_SC5314:500517,1844,
MAY156.GT,Ca21chr3_C_albicans_SC5314,500517,Ca21chr3_C_albicans_SC5314:500517,1844,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2802052,Ca21chr1_C_albicans_SC5314:2802052,1846,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2802052,Ca21chr1_C_albicans_SC5314:2802052,1846,
MAY154.GT,Ca21chr6_C_albicans_SC5314,519085,Ca21chr6_C_albicans_SC5314:519085,1848,
MAY155.GT,Ca21chr6_C_albicans_SC5314,519085,Ca21chr6_C_albicans_SC5314:519085,1848,
MAY156.GT,Ca21chr6_C_albicans_SC5314,519085,Ca21chr6_C_albicans_SC5314:519085,1848,
MAY156.GT,Ca21chr7_C_albicans_SC5314,175535,Ca21chr7_C_albicans_SC5314:175535,1872,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2001654,Ca21chr1_C_albicans_SC5314:2001654,1895,
MAY157.GT,Ca21chr6_C_albicans_SC5314,822678,Ca21chr6_C_albicans_SC5314:822678,1898,
MAY155.GT,Ca21chr6_C_albicans_SC5314,349924,Ca21chr6_C_albicans_SC5314:349924,1915,
MAY154.GT,Ca21chr3_C_albicans_SC5314,580549,Ca21chr3_C_albicans_SC5314:580549,1916,
MAY155.GT,Ca21chr3_C_albicans_SC5314,580549,Ca21chr3_C_albicans_SC5314:580549,1916,
MAY156.GT,Ca21chr3_C_albicans_SC5314,580549,Ca21chr3_C_albicans_SC5314:580549,1916,
MAY154.GT,Ca21chr1_C_albicans_SC5314,2516786,Ca21chr1_C_albicans_SC5314:2516786,1920,
MAY155.GT,Ca21chr1_C_albicans_SC5314,2516786,Ca21chr1_C_albicans_SC5314:2516786,1920,
MAY156.GT,Ca21chr1_C_albicans_SC5314,2516786,Ca21chr1_C_albicans_SC5314:2516786,1920,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2516786,Ca21chr1_C_albicans_SC5314:2516786,1920,
MAY158.GT,Ca21chr4_C_albicans_SC5314,869716,Ca21chr4_C_albicans_SC5314:869716,1934,
MAY154.GT,Ca21chr2_C_albicans_SC5314,1770442,Ca21chr2_C_albicans_SC5314:1770442,1948,
MAY155.GT,Ca21chr2_C_albicans_SC5314,1770442,Ca21chr2_C_albicans_SC5314:1770442,1948,
MAY156.GT,Ca21chr2_C_albicans_SC5314,1770442,Ca21chr2_C_albicans_SC5314:1770442,1948,
MAY157.GT,Ca21chr6_C_albicans_SC5314,571191,Ca21chr6_C_albicans_SC5314:571191,1970,
MAY154.GT,Ca21chr3_C_albicans_SC5314,556638,Ca21chr3_C_albicans_SC5314:556638,1980,
MAY155.GT,Ca21chr3_C_albicans_SC5314,556638,Ca21chr3_C_albicans_SC5314:556638,1980,
MAY156.GT,Ca21chr3_C_albicans_SC5314,556638,Ca21chr3_C_albicans_SC5314:556638,1980,
MAY157.GT,Ca21chr3_C_albicans_SC5314,556638,Ca21chr3_C_albicans_SC5314:556638,1980,
MAY158.GT,Ca21chr4_C_albicans_SC5314,123385,Ca21chr4_C_albicans_SC5314:123385,1994,
MAY158.GT,Ca21chr2_C_albicans_SC5314,1701311,Ca21chr2_C_albicans_SC5314:1701311,2015,
MAY155.GT,Ca21chr3_C_albicans_SC5314,519047,Ca21chr3_C_albicans_SC5314:519047,2019,
MAY156.GT,Ca21chr3_C_albicans_SC5314,519047,Ca21chr3_C_albicans_SC5314:519047,2019,
MAY154.GT,Ca21chr3_C_albicans_SC5314,296130,Ca21chr3_C_albicans_SC5314:296130,2020,
MAY155.GT,Ca21chr3_C_albicans_SC5314,296130,Ca21chr3_C_albicans_SC5314:296130,2020,
MAY156.GT,Ca21chr3_C_albicans_SC5314,296130,Ca21chr3_C_albicans_SC5314:296130,2020,
MAY157.GT,Ca21chr3_C_albicans_SC5314,296130,Ca21chr3_C_albicans_SC5314:296130,2020,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1640861,Ca21chr1_C_albicans_SC5314:1640861,2028,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1640861,Ca21chr1_C_albicans_SC5314:1640861,2028,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1640861,Ca21chr1_C_albicans_SC5314:1640861,2028,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1640861,Ca21chr1_C_albicans_SC5314:1640861,2028,
MAY157.GT,Ca21chr3_C_albicans_SC5314,1263633,Ca21chr3_C_albicans_SC5314:1263633,2069,
MAY157.GT,Ca21chr3_C_albicans_SC5314,1655515,Ca21chr3_C_albicans_SC5314:1655515,2072,
MAY154.GT,Ca21chr6_C_albicans_SC5314,925605,Ca21chr6_C_albicans_SC5314:925605,2074,
MAY157.GT,Ca21chr1_C_albicans_SC5314,2286612,Ca21chr1_C_albicans_SC5314:2286612,2087,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1255885,Ca21chr1_C_albicans_SC5314:1255885,2105,
MAY156.GT,Ca21chr1_C_albicans_SC5314,1255885,Ca21chr1_C_albicans_SC5314:1255885,2105,
MAY157.GT,Ca21chr1_C_albicans_SC5314,1255885,Ca21chr1_C_albicans_SC5314:1255885,2105,
MAY155.GT,Ca21chr6_C_albicans_SC5314,896185,Ca21chr6_C_albicans_SC5314:896185,2131,
MAY154.GT,Ca21chr1_C_albicans_SC5314,1668844,Ca21chr1_C_albicans_SC5314:1668844,2132,
MAY155.GT,Ca21chr1_C_albicans_SC5314,1668844,Ca21chr1_C_albicans_SC5314:1668844,2132,
MAY158.GT,Ca21chr1_C_albicans_SC5314,1668844,Ca21chr1_C_albicans_SC5314:1668844,2132,
